<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200803,145200,126.5,126.5,126.5,126.5,21500
20200803,145300,126.5,126.5,126.5,126.5,18000
20200803,145400,126.5,126.5,126.5,126.5,1000
20200803,145500,126.5,126.5,126.182,126.5,3100
20200803,145600,126.5,126.5,126.181,126.499,730
20200803,145700,126.499,126.499,126.499,126.499,0
20200803,145800,126.5,126.5,126.5,126.5,100
20200803,145900,126.5,126.5,126.5,126.5,0
20200803,150000,126.5,126.5,126.5,126.5,690
20200804,94300,126.0,126.0,126.0,126.0,460
20200804,94400,126.0,126.193,126.0,126.193,10
20200804,94500,126.193,126.5,126.193,126.5,1970
20200804,94600,126.755,126.755,126.5,126.5,140
20200804,94700,126.5,126.5,126.5,126.5,0
20200804,94800,126.5,126.5,126.5,126.5,0
20200804,94900,126.5,126.5,126.5,126.5,0
20200804,95000,126.5,126.5,126.5,126.5,0
20200804,95100,126.5,126.5,126.5,126.5,0
20200804,95200,126.5,126.5,126.5,126.5,0
20200804,95300,126.5,126.5,125.543,125.543,20
20200804,95400,125.543,125.543,125.543,125.543,0
20200804,95500,125.543,125.543,125.543,125.543,0
20200804,95600,125.543,125.543,125.543,125.543,0
20200804,95700,125.543,125.543,125.543,125.543,0
20200804,95800,125.543,126.454,125.543,126.454,40
20200804,95900,126.454,126.707,126.454,126.707,10
20200804,100000,126.707,126.707,126.707,126.707,0
20200804,100100,126.707,126.707,126.707,126.707,0
20200804,100200,126.707,126.707,126.455,126.455,10
20200804,100300,126.455,126.455,126.455,126.455,0
20200804,100400,126.455,126.455,126.455,126.455,0
20200804,100500,126.455,126.455,126.455,126.455,10
20200804,100600,126.455,126.455,126.455,126.455,0
20200804,100700,126.455,126.455,126.455,126.455,10
20200804,100800,126.455,126.455,126.203,126.203,100
20200804,100900,126.203,126.456,126.203,126.456,10
20200804,101000,126.456,126.456,126.456,126.456,0
20200804,101100,126.456,126.458,126.456,126.458,10
20200804,101200,126.458,126.458,126.456,126.456,30
20200804,101300,126.456,126.456,126.449,126.449,230
20200804,101400,126.449,126.449,126.449,126.449,0
20200804,101500,126.449,126.458,126.449,126.458,10
20200804,101600,126.458,126.458,126.458,126.458,0
20200804,101700,126.458,126.463,126.458,126.463,10
20200804,101800,126.463,126.463,126.463,126.463,0
20200804,101900,126.463,126.474,126.463,126.474,10
20200804,102000,126.474,126.474,126.474,126.474,0
20200804,102100,126.474,126.491,126.2,126.2,60
20200804,102200,126.2,126.244,126.2,126.244,700
20200804,102300,126.2,126.2,126.2,126.2,280
20200804,102400,126.2,126.239,126.2,126.239,310
20200804,102500,126.239,126.239,126.239,126.239,160
