<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200804,94300,186.995,186.995,186.2,186.439,2460
20200804,94400,186.439,186.897,186.223,186.223,1210
20200804,94500,186.223,187.364,186.223,186.834,2080
20200804,94600,186.834,187.125,186.331,186.331,890
20200804,94700,186.589,186.589,186.496,186.496,780
20200804,94800,186.496,186.88,186.23,186.561,2290
20200804,94900,186.561,186.561,186.23,186.23,1480
20200804,95000,186.223,186.842,186.223,186.765,740
20200804,95100,186.765,186.765,186.343,186.343,790
20200804,95200,186.343,186.345,186.0,186.0,1120
20200804,95300,185.565,186.618,185.565,186.55,720
20200804,95400,186.55,186.55,186.069,186.5,450
20200804,95500,186.5,186.5,186.069,186.2,540
20200804,95600,186.2,186.2,186.0,186.001,920
20200804,95700,186.0,186.0,185.811,185.811,740
20200804,95800,185.811,185.99,185.811,185.99,240
20200804,95900,185.99,185.99,185.609,185.68,1470
20200804,100000,185.68,185.68,185.01,185.555,2400
20200804,100100,185.555,185.555,185.493,185.504,350
20200804,100200,185.503,186.027,185.503,186.008,650
20200804,100300,185.592,185.854,185.153,185.849,580
20200804,100400,185.849,185.849,185.011,185.219,940
20200804,100500,185.0,185.007,184.301,185.007,2890
20200804,100600,184.962,184.962,184.85,184.85,790
20200804,100700,184.85,184.85,184.85,184.85,0
20200804,100800,185.535,185.535,185.533,185.533,420
20200804,100900,185.533,185.533,185.527,185.527,470
20200804,101000,185.527,185.527,185.499,185.499,100
20200804,101100,185.499,185.499,185.499,185.499,0
20200804,101200,185.499,185.499,185.015,185.015,1420
20200804,101300,185.015,185.398,184.871,184.871,740
20200804,101400,184.871,184.871,184.871,184.871,810
20200804,101500,184.871,184.871,184.871,184.871,0
20200804,101600,184.871,184.95,184.871,184.89,570
20200804,101700,185.319,185.319,184.355,184.355,700
20200804,101800,184.47,184.47,184.101,184.101,750
20200804,101900,184.101,184.108,183.861,184.056,2050
20200804,102000,184.296,184.296,182.501,182.501,1970
20200804,102100,182.501,183.302,182.501,182.835,3510
20200804,102200,182.835,183.42,182.8,183.3,1780
20200804,102300,183.3,183.449,182.62,182.996,1040
20200804,102400,182.999,182.999,182.3,182.8,730
20200804,102500,182.8,182.988,182.8,182.988,290
20200804,102600,183.0,183.474,183.0,183.474,840
20200804,102700,183.474,184.796,183.474,183.875,820
20200804,102800,183.875,183.966,183.513,183.513,260
20200804,102900,184.025,184.468,184.025,184.468,970
20200804,103000,183.95,183.95,183.704,183.704,140
20200804,103100,183.704,184.1,183.704,184.1,520
20200804,103200,184.1,184.298,183.704,183.81,2430
20200804,103300,183.81,183.81,183.681,183.681,90
20200804,103400,183.683,183.683,183.557,183.56,670
20200804,103500,183.56,184.0,183.56,183.563,50
20200804,103600,183.563,184.0,183.563,183.995,140
20200804,103700,183.642,183.642,183.6,183.64,650
20200804,103800,183.64,183.64,183.64,183.64,0
20200804,103900,183.64,183.64,183.611,183.611,100
20200804,104000,183.611,183.884,183.611,183.884,110
20200804,104100,183.884,184.0,183.884,184.0,200
20200804,104200,184.0,184.023,184.0,184.0,160
20200804,104300,184.0,184.0,184.0,184.0,0
20200804,104400,184.0,184.0,183.88,183.88,280
20200804,104500,183.88,184.13,183.88,184.13,1260
20200804,104600,184.13,184.13,184.0,184.0,70
20200804,104700,184.0,184.0,183.45,183.45,1800
20200804,104800,183.45,183.45,183.45,183.45,0
20200804,104900,183.45,183.887,183.45,183.881,210
20200804,105000,183.881,183.881,183.747,183.747,130
20200804,105100,183.747,183.747,183.747,183.747,0
20200804,105200,183.747,183.8,183.747,183.8,370
20200804,105300,183.8,183.999,183.8,183.999,50
20200804,105400,183.999,183.999,183.892,183.892,630
20200804,105500,183.892,183.903,183.892,183.892,140
20200804,105600,183.892,183.892,183.892,183.892,250
20200804,105700,183.892,183.892,183.892,183.892,0
20200804,105800,183.892,184.2,183.815,184.2,50
20200804,105900,184.2,184.2,184.01,184.01,60
20200804,110000,184.01,184.01,183.83,183.83,190
20200804,110100,183.95,183.95,183.95,183.95,30
20200804,110200,183.95,184.0,183.55,183.791,1730
20200804,110300,183.55,183.55,183.51,183.51,450
20200804,110400,183.5,183.5,183.002,183.496,380
20200804,110500,183.496,183.773,183.132,183.773,170
20200804,110600,183.773,183.773,183.771,183.771,100
20200804,110700,183.771,183.771,183.2,183.2,110
20200804,110800,183.2,183.2,183.2,183.2,0
20200804,110900,183.2,183.294,183.2,183.294,10
20200804,111000,183.294,183.756,183.294,183.756,210
20200804,111100,183.756,183.756,183.756,183.756,0
20200804,111200,183.756,183.756,183.756,183.756,0
20200804,111300,183.756,183.756,183.756,183.756,0
20200804,111400,183.301,183.301,182.5,182.518,1800
20200804,111500,182.518,183.694,182.518,182.552,1500
20200804,111600,182.552,183.459,182.552,183.459,50
20200804,111700,183.459,183.459,182.594,182.594,40
20200804,111800,182.594,182.654,182.444,182.444,1590
20200804,111900,182.444,182.444,181.5,181.5,2090
20200804,112000,181.0,181.9,181.0,181.9,1010
20200804,112100,181.9,182.99,181.9,182.99,1070
20200804,112200,182.99,182.99,182.104,182.287,150
20200804,112300,182.287,182.807,182.287,182.807,660
20200804,112400,182.807,182.886,182.807,182.886,70
20200804,112500,182.807,182.807,182.807,182.807,200
20200804,112600,182.807,182.9,182.807,182.809,250
20200804,112700,182.809,182.809,182.809,182.809,0
20200804,112800,182.809,182.809,182.49,182.49,60
20200804,112900,182.689,182.689,182.202,182.203,800
20200804,113000,182.203,182.203,182.203,182.203,340
20200804,130100,182.251,182.593,182.25,182.25,660
20200804,130200,182.25,182.25,182.035,182.071,380
20200804,130300,182.071,182.074,182.071,182.074,300
20200804,130400,182.074,182.497,182.074,182.43,120
20200804,130500,182.43,182.43,182.43,182.43,10
20200804,130600,182.104,182.477,182.104,182.108,260
20200804,130700,182.108,182.108,182.104,182.104,370
20200804,130800,182.036,182.036,181.988,181.988,350
20200804,130900,181.988,181.988,181.988,181.988,0
20200804,131000,181.988,181.988,181.707,181.707,10
20200804,131100,181.707,181.707,181.707,181.707,0
20200804,131200,181.707,181.707,181.707,181.707,0
20200804,131300,181.707,182.0,181.707,182.0,290
20200804,131400,182.0,182.0,181.652,181.722,1680
20200804,131500,181.722,182.0,181.722,182.0,40
20200804,131600,182.0,182.2,182.0,182.179,40
20200804,131700,182.179,182.231,182.179,182.231,540
20200804,131800,182.231,182.286,182.231,182.286,780
20200804,131900,182.247,182.288,182.054,182.054,290
20200804,132000,182.054,182.101,182.022,182.1,860
20200804,132100,182.1,182.323,182.0,182.0,1780
20200804,132200,182.0,182.0,182.0,182.0,0
20200804,132300,182.0,182.265,182.0,182.265,710
20200804,132400,182.31,182.31,182.31,182.31,300
20200804,132500,182.31,182.31,182.31,182.31,0
20200804,132600,182.31,182.31,182.198,182.198,30
20200804,132700,182.198,182.566,182.198,182.566,60
20200804,132800,182.636,182.636,182.636,182.636,40
20200804,132900,182.636,182.636,182.636,182.636,0
20200804,133000,182.65,182.7,182.308,182.7,140
20200804,133100,182.7,182.9,182.433,182.695,1370
20200804,133200,182.695,182.695,182.695,182.695,30
20200804,133300,182.695,182.971,182.695,182.971,100
20200804,133400,182.9,182.9,182.9,182.9,50
20200804,133500,182.9,182.99,182.9,182.99,570
20200804,133600,183.111,183.586,183.032,183.586,1330
20200804,133700,183.586,183.687,183.586,183.687,890
20200804,133800,183.687,183.687,183.6,183.681,600
20200804,133900,183.681,183.681,183.666,183.666,110
20200804,134000,183.666,183.666,183.322,183.322,160
20200804,134100,183.322,183.889,183.322,183.703,1280
20200804,134200,183.703,183.703,183.703,183.703,0
