<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200804,93600,149.417,149.417,149.417,149.417,0
20200804,93700,149.417,149.417,149.417,149.417,0
20200804,93800,149.417,149.965,149.417,149.744,20
20200804,93900,149.744,149.964,149.744,149.964,100
20200804,94000,149.964,150.0,149.9,150.0,190
20200804,94100,150.49,151.17,150.49,150.999,1610
20200804,94200,150.999,150.999,150.512,150.998,510
20200804,94300,150.998,150.998,150.211,150.211,110
20200804,94400,150.211,150.321,150.211,150.3,20
20200804,94500,150.3,150.3,149.981,149.981,1750
20200804,94600,149.981,150.295,149.981,149.992,670
20200804,94700,149.992,149.992,149.987,149.987,440
20200804,94800,149.987,150.499,149.987,150.499,70
20200804,94900,150.499,150.499,150.11,150.11,10
20200804,95000,150.11,150.11,149.809,149.809,20
20200804,95100,149.809,150.0,149.809,149.811,170
20200804,95200,149.811,149.811,149.811,149.811,10
20200804,95300,149.811,149.811,149.511,149.811,30
20200804,95400,149.811,149.83,149.811,149.83,20
20200804,95500,149.83,149.83,149.51,149.52,520
20200804,95600,149.6,149.819,149.5,149.711,790
20200804,95700,149.711,149.711,149.41,149.41,373
20200804,95800,149.4,149.709,148.301,148.301,9280
20200804,95900,148.301,148.895,148.301,148.895,100
20200804,100000,148.895,148.895,148.895,148.895,0
20200804,100100,148.895,149.888,148.895,149.888,200
20200804,100200,149.888,149.888,148.6,148.898,120
20200804,100300,148.898,149.295,148.898,149.295,10
20200804,100400,149.295,149.295,149.29,149.29,10
20200804,100500,149.29,149.29,149.29,149.29,10
20200804,100600,149.29,149.642,149.288,149.642,190
20200804,100700,149.642,149.642,148.602,148.602,10
20200804,100800,148.602,149.596,148.602,149.197,220
20200804,100900,149.197,149.197,149.195,149.195,10
20200804,101000,149.195,149.195,149.195,149.195,0
20200804,101100,149.18,149.18,149.18,149.18,30
20200804,101200,148.941,148.941,148.898,148.898,330
20200804,101300,148.898,148.899,148.898,148.899,20
20200804,101400,148.899,148.899,148.39,148.551,610
20200804,101500,148.552,148.557,147.8,148.557,3090
