<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200804,94300,147.86,147.86,147.102,147.86,8180
20200804,94400,148.5,148.5,147.411,148.5,3380
20200804,94500,147.417,148.5,147.415,148.488,3690
20200804,94600,148.488,148.618,148.488,148.618,1410
20200804,94700,148.307,149.0,148.021,148.99,830
20200804,94800,148.99,149.0,148.326,148.633,1363
20200804,94900,148.988,149.0,147.816,148.062,3270
20200804,95000,148.059,148.059,147.705,147.705,1060
20200804,95100,147.705,147.865,147.607,147.818,860
20200804,95200,147.818,147.935,147.638,147.935,280
20200804,95300,147.935,147.935,147.6,147.615,960
20200804,95400,147.615,147.618,147.615,147.616,200
20200804,95500,147.616,147.616,147.023,147.023,1530
20200804,95600,147.023,147.023,146.265,146.267,1600
20200804,95700,146.267,146.703,146.267,146.37,1480
20200804,95800,146.37,146.37,145.502,145.601,2722
20200804,95900,145.742,146.001,145.016,146.001,3742
20200804,100000,145.652,146.03,145.219,145.219,3920
20200804,100100,145.219,145.591,145.1,145.1,2500
20200804,100200,145.1,145.341,145.01,145.341,1700
20200804,100300,145.311,145.311,145.038,145.274,1700
20200804,100400,145.274,145.274,145.0,145.0,7570
20200804,100500,145.0,145.205,145.0,145.205,13760
20200804,100600,145.205,145.496,145.205,145.29,890
20200804,100700,145.264,145.267,144.998,144.998,6690
20200804,100800,144.998,144.998,144.508,144.508,2580
20200804,100900,144.501,144.788,144.003,144.01,290
20200804,101000,144.01,144.293,143.506,143.506,2850
20200804,101100,143.506,144.211,143.506,143.717,3540
20200804,101200,143.717,144.09,143.717,143.803,2485
20200804,101300,143.803,143.996,143.41,143.41,1015
20200804,101400,143.701,144.0,143.434,144.0,4180
20200804,101500,143.603,144.003,143.603,144.003,1100
20200804,101600,144.003,144.291,144.003,144.116,630
20200804,101700,144.202,144.204,144.014,144.021,856
20200804,101800,144.021,144.033,144.021,144.033,240
20200804,101900,144.317,144.317,144.018,144.288,200
20200804,102000,144.288,144.288,144.018,144.262,700
20200804,102100,144.021,144.263,144.0,144.242,1960
20200804,102200,144.0,144.3,144.0,144.242,6275
20200804,102300,144.242,144.242,143.999,144.242,3870
20200804,102400,144.242,144.493,143.998,144.307,2084
20200804,102500,144.307,144.61,144.307,144.61,130
20200804,102600,144.61,144.69,144.365,144.374,510
20200804,102700,144.374,144.9,144.374,144.858,462
20200804,102800,144.858,144.989,144.754,144.987,690
20200804,102900,144.987,144.987,144.3,144.3,5120
20200804,103000,144.3,144.491,144.3,144.305,205
20200804,103100,144.305,144.5,144.305,144.5,910
20200804,103200,144.5,144.5,144.316,144.316,519
