<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,chg,percent,turnoverrate,amount
20200804,94200,191.78,191.78,191.0,191.4,439,-0.56,-0.29,0.0,839828.0
20200804,94300,191.55,191.55,190.9,191.0,587,-0.4,-0.21,0.0,1122450.0
20200804,94400,191.0,191.24,190.91,191.0,226,0.0,0.0,0.0,431685.0
20200804,94500,190.64,190.94,190.0,190.03,336,-0.97,-0.51,0.0,639506.0
20200804,94600,190.04,190.04,189.5,189.9,500,-0.13,-0.07,0.0,948708.0
20200804,94700,189.85,190.1,189.8,189.85,278,-0.05,-0.03,0.0,528096.0
20200804,94800,189.81,190.57,189.81,190.23,294,0.38,0.2,0.0,559138.0
20200804,94900,190.31,190.48,190.03,190.44,193,0.21,0.11,0.0,367108.0
20200804,95000,190.38,190.45,190.14,190.39,106,-0.05,-0.03,0.0,201819.0
20200804,95100,190.2,190.6,190.2,190.44,849,0.05,0.03,0.0,1617269.0
20200804,95200,190.25,190.42,190.23,190.25,239,-0.19,-0.1,0.0,454732.0
20200804,95300,190.21,190.8,190.21,190.8,273,0.55,0.29,0.0,520137.0
20200804,95400,190.81,191.27,190.42,190.6,442,-0.2,-0.1,0.0,843118.0
20200804,95500,190.6,190.62,190.15,190.59,143,-0.01,-0.01,0.0,272467.0
20200804,95600,190.6,190.89,190.6,190.83,98,0.24,0.13,0.0,186893.0
20200804,95700,190.84,190.89,190.6,190.89,182,0.06,0.03,0.0,347234.0
20200804,95800,190.86,190.86,190.54,190.85,340,-0.04,-0.02,0.0,648664.0
20200804,95900,190.54,190.54,190.16,190.32,107,-0.53,-0.28,0.0,203624.0
20200804,100000,190.33,190.56,190.22,190.56,107,0.24,0.13,0.0,203605.0
20200804,100100,190.34,190.54,190.17,190.27,334,-0.29,-0.15,0.0,635412.0
20200804,100200,190.26,190.26,189.5,189.5,759,-0.77,-0.4,0.0,1440993.0
20200804,100300,189.48,189.69,189.44,189.44,828,-0.06,-0.03,0.0,1569309.0
20200804,100400,189.48,189.48,188.85,188.85,537,-0.59,-0.31,0.0,1015203.0
20200804,100500,188.73,188.96,188.54,188.54,271,-0.31,-0.16,0.0,511415.0
20200804,100600,188.5,188.5,187.81,187.96,466,-0.58,-0.31,0.0,876676.0
20200804,100700,187.98,187.98,187.66,187.91,296,-0.05,-0.03,0.0,555959.0
20200804,100800,187.81,187.81,187.5,187.5,308,-0.41,-0.22,0.0,578024.0
20200804,100900,187.4,187.44,187.08,187.08,458,-0.42,-0.22,0.0,857905.0
20200804,101000,187.11,187.29,187.11,187.12,267,0.04,0.02,0.0,499881.0
20200804,101100,187.1,187.56,187.01,187.01,567,-0.11,-0.06,0.0,1061417.0
20200804,101200,187.02,187.03,186.56,186.56,550,-0.45,-0.24,0.0,1028206.0
20200804,101300,186.6,187.27,186.56,187.15,1131,0.59,0.32,0.0,2114826.0
20200804,101400,187.24,187.3,186.57,186.63,1010,-0.52,-0.28,0.0,1888645.0
20200804,101500,186.78,186.78,185.97,185.97,882,-0.66,-0.35,0.0,1643546.0
20200804,101600,185.98,185.98,185.39,185.39,392,-0.58,-0.31,0.0,727435.0
20200804,101700,185.36,185.36,185.05,185.12,307,-0.27,-0.15,0.0,568748.0
20200804,101800,185.13,185.13,184.53,184.59,576,-0.53,-0.29,0.0,1064799.0
20200804,101900,184.55,184.71,184.21,184.71,788,0.12,0.07,0.0,1454271.0
20200804,102000,184.71,184.87,184.23,184.5,550,-0.21,-0.11,0.0,1014075.0
20200804,102100,184.4,184.52,184.02,184.04,331,-0.46,-0.25,0.0,609991.0
20200804,102200,184.05,184.55,184.04,184.52,995,0.48,0.26,0.0,1833556.0
20200804,102300,184.55,184.7,184.49,184.69,562,0.17,0.09,0.0,1037609.0
20200804,102400,184.69,185.37,184.65,185.05,813,0.36,0.19,0.0,1503477.0
20200804,102500,185.0,186.01,185.0,185.3,1482,0.25,0.14,0.0,2747919.0
20200804,102600,185.43,185.43,185.13,185.16,418,-0.14,-0.08,0.0,774476.0
20200804,102700,185.15,185.52,185.0,185.48,1319,0.32,0.17,0.0,2442727.0
20200804,102800,185.3,185.52,185.3,185.5,1518,0.02,0.01,0.0,2814159.0
20200804,102900,185.44,185.5,185.3,185.43,689,-0.07,-0.04,0.0,1277016.0
20200804,103000,185.44,185.86,185.34,185.64,454,0.21,0.11,0.0,842102.0
20200804,103100,185.65,185.7,185.53,185.69,414,0.05,0.03,0.0,768599.0
20200804,103200,185.7,185.8,185.51,185.6,417,-0.09,-0.05,0.0,774141.0
20200804,103300,185.6,185.6,185.41,185.41,762,-0.19,-0.1,0.0,1413076.0
20200804,103400,185.33,185.49,185.33,185.34,1294,-0.07,-0.04,0.0,2399330.0
20200804,103500,185.4,185.5,185.34,185.49,487,0.15,0.08,0.0,903225.0
20200804,103600,185.5,185.5,185.37,185.37,531,-0.12,-0.06,0.0,984850.0
20200804,103700,185.38,185.5,185.26,185.26,1270,-0.11,-0.06,0.0,2354939.0
20200804,103800,185.22,185.25,185.1,185.21,323,-0.05,-0.03,0.0,598131.0
20200804,103900,185.21,185.3,185.21,185.24,933,0.03,0.02,0.0,1728238.0
20200804,104000,185.31,185.52,185.28,185.49,368,0.25,0.13,0.0,682303.0
20200804,104100,185.43,185.95,185.43,185.88,551,0.39,0.21,0.0,1022879.0
20200804,104200,185.85,186.2,185.85,186.2,605,0.32,0.17,0.0,1125003.0
20200804,104300,186.01,186.05,186.0,186.05,868,-0.15,-0.08,0.0,1614595.0
20200804,104400,186.05,186.18,186.04,186.1,227,0.05,0.03,0.0,422477.0
20200804,104500,186.04,186.04,185.87,186.0,737,-0.1,-0.05,0.0,1370827.0
20200804,104600,186.0,186.0,185.8,185.87,199,-0.13,-0.07,0.0,369909.0
20200804,104700,185.86,185.87,185.8,185.84,355,-0.03,-0.02,0.0,659697.0
20200804,104800,185.8,185.84,185.8,185.84,179,0.0,0.0,0.0,332598.0
20200804,104900,185.84,185.84,185.71,185.71,1059,-0.13,-0.07,0.0,1967391.0
20200804,105000,185.7,185.7,185.52,185.68,548,-0.03,-0.02,0.0,1017600.0
20200804,105100,185.66,185.94,185.66,185.78,804,0.1,0.05,0.0,1493058.0
20200804,105200,185.8,186.19,185.8,185.93,608,0.15,0.08,0.0,1130840.0
20200804,105300,185.93,186.11,185.86,186.0,259,0.07,0.04,0.0,481585.0
20200804,105400,186.0,186.36,185.91,186.3,233,0.3,0.16,0.0,433579.0
20200804,105500,186.34,186.34,186.17,186.3,33,0.0,0.0,0.0,61486.0
20200804,105600,186.3,186.6,186.29,186.5,218,0.2,0.11,0.0,406289.0
20200804,105700,186.5,186.9,186.5,186.61,290,0.11,0.06,0.0,541168.0
20200804,105800,186.89,186.89,186.5,186.5,522,-0.11,-0.06,0.0,974383.0
20200804,105900,186.5,186.5,186.25,186.25,189,-0.25,-0.13,0.0,352299.0
20200804,110000,186.49,186.78,186.27,186.78,197,0.53,0.28,0.0,367376.0
20200804,110100,186.77,186.78,186.65,186.65,79,-0.13,-0.07,0.0,147499.0
20200804,110200,186.65,186.72,186.31,186.31,185,-0.34,-0.18,0.0,345118.0
20200804,110300,186.53,186.53,186.21,186.27,886,-0.04,-0.02,0.0,1650852.0
20200804,110400,186.21,186.24,186.01,186.2,189,-0.07,-0.04,0.0,351803.0
20200804,110500,186.14,186.24,186.04,186.04,22,-0.16,-0.09,0.0,40955.0
20200804,110600,186.05,186.25,186.05,186.25,87,0.21,0.11,0.0,161887.0
20200804,110700,186.27,186.29,186.15,186.18,84,-0.07,-0.04,0.0,156449.0
20200804,110800,186.15,186.34,186.07,186.23,41,0.05,0.03,0.0,76346.0
20200804,110900,186.3,186.31,186.3,186.31,14,0.08,0.04,0.0,26082.0
20200804,111000,186.14,186.55,186.14,186.55,105,0.24,0.13,0.0,195744.0
20200804,111100,186.53,186.64,186.45,186.46,222,-0.09,-0.05,0.0,414130.0
20200804,111200,186.45,186.45,186.3,186.3,8,-0.16,-0.09,0.0,14906.0
20200804,111300,186.28,186.28,186.2,186.21,589,-0.09,-0.05,0.0,1096780.0
20200804,111400,186.2,186.43,186.2,186.2,170,-0.01,-0.01,0.0,316631.0
20200804,111500,186.33,186.41,186.21,186.22,104,0.02,0.01,0.0,193708.0
20200804,111600,186.35,186.35,186.11,186.11,633,-0.11,-0.06,0.0,1178705.0
20200804,111700,186.1,186.2,186.07,186.11,128,0.0,0.0,0.0,238224.0
20200804,111800,186.1,186.1,185.65,185.65,119,-0.46,-0.25,0.0,221302.0
20200804,111900,185.77,186.0,185.52,185.8,77,0.15,0.08,0.0,142915.0
20200804,112000,185.81,186.14,185.71,186.14,236,0.34,0.18,0.0,438748.0
20200804,112100,186.07,186.35,186.07,186.35,45,0.21,0.11,0.0,83828.0
20200804,112200,186.45,186.57,186.0,186.11,306,-0.24,-0.13,0.0,569877.0
20200804,112300,186.16,186.47,186.16,186.4,69,0.29,0.16,0.0,128615.0
20200804,112400,186.46,186.59,186.37,186.57,135,0.17,0.09,0.0,251742.0
20200804,112500,186.57,186.57,186.44,186.45,180,-0.12,-0.06,0.0,335639.0
20200804,112600,186.38,186.38,186.18,186.27,223,-0.18,-0.1,0.0,415611.0
20200804,112700,186.45,186.45,186.2,186.2,23,-0.07,-0.04,0.0,42844.0
20200804,112800,186.2,186.2,185.66,185.82,223,-0.38,-0.2,0.0,414771.0
20200804,112900,185.8,186.01,185.8,186.01,9,0.19,0.1,0.0,16728.0
20200804,113000,186.01,186.03,185.85,185.94,103,-0.07,-0.04,0.0,191492.0
20200804,130100,186.25,186.25,185.6,185.69,222,-0.25,-0.13,0.0,412857.0
20200804,130200,185.7,186.09,185.63,186.09,122,0.4,0.22,0.0,226815.0
20200804,130300,186.0,186.21,185.84,186.07,120,-0.02,-0.01,0.0,223226.0
20200804,130400,186.18,186.45,185.85,186.38,442,0.31,0.17,0.0,823520.0
20200804,130500,186.25,186.25,185.44,185.44,241,-0.94,-0.5,0.0,447744.0
20200804,130600,185.78,185.81,185.64,185.64,135,0.2,0.11,0.0,250770.0
20200804,130700,185.64,185.82,185.53,185.75,38,0.11,0.06,0.0,70571.0
20200804,130800,185.52,185.76,185.44,185.51,135,-0.24,-0.13,0.0,250468.0
20200804,130900,185.41,185.52,185.34,185.44,176,-0.07,-0.04,0.0,326316.0
20200804,131000,185.45,185.45,185.45,185.45,1,0.01,0.01,0.0,1855.0
20200804,131100,185.41,185.41,185.21,185.34,123,-0.11,-0.06,0.0,227918.0
20200804,131200,185.34,185.5,185.2,185.25,209,-0.09,-0.05,0.0,387247.0
20200804,131300,185.27,185.81,185.27,185.55,123,0.3,0.16,0.0,228250.0
20200804,131400,185.55,185.68,185.5,185.66,198,0.11,0.06,0.0,367353.0
20200804,131500,185.56,185.66,185.5,185.56,200,-0.1,-0.05,0.0,371027.0
20200804,131600,185.58,185.83,185.58,185.7,140,0.14,0.08,0.0,260083.0
20200804,131700,185.75,185.81,185.69,185.81,45,0.11,0.06,0.0,83598.0
20200804,131800,185.92,186.15,185.92,186.11,53,0.3,0.16,0.0,98583.0
20200804,131900,186.11,186.35,186.11,186.19,98,0.08,0.04,0.0,182555.0
20200804,132000,186.29,186.49,186.06,186.06,181,-0.13,-0.07,0.0,337139.0
20200804,132100,186.14,186.14,185.5,185.72,259,-0.34,-0.18,0.0,481002.0
20200804,132200,185.73,185.88,185.57,185.72,73,0.0,0.0,0.0,135592.0
20200804,132300,185.95,186.23,185.95,185.98,198,0.26,0.14,0.0,368523.0
20200804,132400,186.0,186.12,185.99,186.12,36,0.14,0.08,0.0,66987.0
20200804,132500,186.28,186.3,185.94,186.03,35,-0.09,-0.05,0.0,65175.0
20200804,132600,186.03,186.23,186.02,186.21,202,0.18,0.1,0.0,375887.0
20200804,132700,186.21,186.23,186.09,186.09,125,-0.12,-0.06,0.0,232638.0
20200804,132800,186.06,186.36,186.0,186.35,184,0.26,0.14,0.0,342657.0
20200804,132900,186.3,186.34,186.15,186.19,46,-0.16,-0.09,0.0,85668.0
20200804,133000,186.32,186.48,186.19,186.2,321,0.01,0.01,0.0,598143.0
20200804,133100,186.2,186.39,186.0,186.18,361,-0.02,-0.01,0.0,671734.0
20200804,133200,186.16,186.38,186.16,186.33,28,0.15,0.08,0.0,52163.0
20200804,133300,186.24,186.34,186.12,186.12,83,-0.21,-0.11,0.0,154530.0
20200804,133400,186.13,186.31,186.12,186.26,324,0.14,0.08,0.0,603161.0
20200804,133500,186.29,186.29,186.12,186.12,184,-0.14,-0.08,0.0,342499.0
20200804,133600,186.15,186.15,186.05,186.06,72,-0.06,-0.03,0.0,133960.0
20200804,133700,186.03,186.16,186.0,186.0,136,-0.06,-0.03,0.0,253058.0
20200804,133800,186.12,186.25,186.12,186.18,44,0.18,0.1,0.0,81939.0
20200804,133900,186.29,186.4,186.2,186.2,93,0.02,0.01,0.0,173274.0
20200804,134000,186.2,186.21,185.51,185.95,296,-0.25,-0.13,0.0,550475.0
20200804,134100,186.12,186.12,185.93,185.93,64,-0.02,-0.01,0.0,119097.0
20200804,134200,186.0,186.3,186.0,186.26,54,0.33,0.18,0.0,100558.0
20200804,134300,186.37,186.45,186.02,186.02,232,-0.24,-0.13,0.0,432268.0
20200804,134400,186.13,186.14,186.0,186.03,79,0.01,0.01,0.0,146994.0
20200804,134500,186.03,186.03,186.03,186.03,44,0.0,0.0,0.0,81853.0
20200804,134600,186.03,186.3,186.03,186.2,68,0.17,0.09,0.0,126602.0
20200804,134700,186.2,186.2,186.0,186.01,55,-0.19,-0.1,0.0,102310.0
20200804,134800,186.18,186.18,186.04,186.04,6,0.03,0.02,0.0,11168.0
20200804,134900,186.26,186.41,186.25,186.4,153,0.36,0.19,0.0,285088.0
20200804,135000,186.46,186.46,186.43,186.44,97,0.04,0.02,0.0,180864.0
20200804,135100,186.33,186.5,186.33,186.5,124,0.06,0.03,0.0,231208.0
20200804,135200,186.5,186.77,186.31,186.77,508,0.27,0.14,0.0,947674.0
20200804,135300,186.7,186.77,186.6,186.7,111,-0.07,-0.04,0.0,207202.0
20200804,135400,186.7,187.15,186.7,187.11,375,0.41,0.22,0.0,700895.0
20200804,135500,187.05,187.19,186.58,186.62,463,-0.49,-0.26,0.0,865452.0
20200804,135600,186.8,186.99,186.68,186.99,268,0.37,0.2,0.0,500474.0
20200804,135700,186.99,186.99,186.65,186.65,105,-0.34,-0.18,0.0,196061.0
20200804,135800,186.55,186.65,186.55,186.65,64,0.0,0.0,0.0,119455.0
20200804,135900,186.75,186.86,186.67,186.79,11,0.14,0.08,0.0,20547.0
20200804,140000,186.81,186.86,186.67,186.86,347,0.07,0.04,0.0,648151.0
20200804,140100,186.9,187.4,186.9,187.4,287,0.54,0.29,0.0,536730.0
20200804,140200,187.47,187.89,187.31,187.37,339,-0.03,-0.02,0.0,635592.0
20200804,140300,187.44,187.9,187.44,187.78,450,0.41,0.22,0.0,844127.0
20200804,140400,187.77,187.8,187.6,187.6,66,-0.18,-0.1,0.0,123913.0
20200804,140500,187.6,187.73,187.57,187.6,224,0.0,0.0,0.0,420218.0
20200804,140600,187.55,187.55,187.0,187.44,693,-0.16,-0.09,0.0,1298170.0
20200804,140700,187.39,187.39,186.8,186.8,289,-0.64,-0.34,0.0,540562.0
20200804,140800,186.52,187.19,186.2,186.73,244,-0.07,-0.04,0.0,455340.0
20200804,140900,186.72,187.17,186.67,186.95,63,0.22,0.12,0.0,117732.0
20200804,141000,186.91,186.95,186.89,186.9,199,-0.05,-0.03,0.0,371952.0
20200804,141100,186.86,187.0,186.8,187.0,133,0.1,0.05,0.0,248561.0
20200804,141200,187.0,187.09,186.8,187.01,253,0.01,0.01,0.0,473068.0
20200804,141300,186.81,187.09,186.81,187.09,14,0.08,0.04,0.0,26162.0
20200804,141400,187.08,187.13,187.08,187.13,56,0.04,0.02,0.0,104772.0
20200804,141600,186.88,187.14,186.88,187.14,93,0.01,0.01,0.0,173922.0
20200804,141700,186.91,187.1,186.9,187.0,76,-0.14,-0.07,0.0,142058.0
20200804,141800,186.9,186.9,186.32,186.32,162,-0.68,-0.36,0.0,302537.0
20200804,141900,186.32,186.54,186.14,186.35,204,0.03,0.02,0.0,380086.0
20200804,142000,186.45,186.65,186.43,186.44,339,0.09,0.05,0.0,632360.0
20200804,142100,186.52,186.81,186.5,186.67,93,0.23,0.12,0.0,173528.0
20200804,142200,186.6,186.6,186.56,186.56,31,-0.11,-0.06,0.0,57842.0
20200804,142300,186.56,186.77,186.32,186.77,92,0.21,0.11,0.0,171579.0
20200804,142400,186.81,187.4,186.78,187.4,662,0.63,0.34,0.0,1238494.0
20200804,142500,187.38,187.38,186.94,186.99,657,-0.41,-0.22,0.0,1228718.0
20200804,142600,186.75,186.98,186.6,186.6,369,-0.39,-0.21,0.0,689120.0
20200804,142700,186.53,186.53,186.2,186.24,260,-0.36,-0.19,0.0,484288.0
20200804,142800,186.26,186.4,186.26,186.4,57,0.16,0.09,0.0,106172.0
20200804,142900,186.4,186.4,185.8,185.8,408,-0.6,-0.32,0.0,759370.0
20200804,143000,185.97,186.05,185.66,185.66,346,-0.14,-0.08,0.0,643409.0
20200804,143100,185.74,186.66,185.74,186.63,581,0.97,0.52,0.0,1082920.0
20200804,143200,186.63,186.77,186.57,186.76,78,0.13,0.07,0.0,145576.0
20200804,143300,186.69,186.72,186.6,186.72,42,-0.04,-0.02,0.0,78408.0
20200804,143400,186.78,186.95,186.78,186.79,301,0.07,0.04,0.0,562289.0
20200804,143500,186.76,186.89,186.6,186.89,342,0.1,0.05,0.0,638825.0
20200804,143600,186.83,187.23,186.7,186.8,695,-0.09,-0.05,0.0,1299070.0
20200804,143700,186.8,186.8,186.53,186.66,243,-0.14,-0.07,0.0,453737.0
20200804,143800,186.67,186.69,186.6,186.62,172,-0.04,-0.02,0.0,320992.0
20200804,143900,186.61,186.64,186.6,186.64,73,0.02,0.01,0.0,136241.0
20200804,144000,186.78,186.8,186.78,186.78,117,0.14,0.08,0.0,218552.0
20200804,144100,186.91,186.91,186.63,186.63,161,-0.15,-0.08,0.0,300664.0
20200804,144200,186.71,186.71,186.71,186.71,71,0.08,0.04,0.0,132564.0
20200804,144300,186.71,186.81,186.71,186.8,105,0.09,0.05,0.0,196123.0
20200804,144400,186.92,186.92,186.67,186.67,184,-0.13,-0.07,0.0,343766.0
20200804,144500,186.61,186.67,186.31,186.47,181,-0.2,-0.11,0.0,337608.0
20200804,144600,186.5,186.67,186.2,186.2,213,-0.27,-0.14,0.0,397209.0
20200804,144700,186.12,186.12,185.73,186.02,174,-0.18,-0.1,0.0,323529.0
20200804,144800,186.12,186.22,185.78,186.06,75,0.04,0.02,0.0,139584.0
20200804,144900,186.06,186.06,185.87,185.87,29,-0.19,-0.1,0.0,53905.0
20200804,145000,186.05,186.66,185.88,186.66,718,0.79,0.43,0.0,1337371.0
20200804,145100,186.66,186.88,186.4,186.84,620,0.18,0.1,0.0,1157885.0
20200804,145200,186.84,186.84,186.7,186.73,138,-0.11,-0.06,0.0,257718.0
20200804,145300,186.73,186.79,186.58,186.79,123,0.06,0.03,0.0,229670.0
20200804,145400,186.83,186.89,186.25,186.25,313,-0.54,-0.29,0.0,584679.0
20200804,145500,186.88,186.88,186.56,186.88,119,0.63,0.34,0.0,222232.0
20200804,145600,186.71,186.89,186.7,186.88,359,0.0,0.0,0.0,670655.0
20200804,145700,186.88,187.0,186.88,187.0,274,0.12,0.06,0.0,512111.0
20200804,145800,186.75,186.9,186.7,186.75,60,-0.25,-0.13,0.0,112061.0
20200804,145900,186.76,186.99,186.76,186.99,72,0.24,0.13,0.0,134572.0
20200804,150000,186.99,186.99,186.8,186.94,95,-0.05,-0.03,0.0,177593.0
20200805,93100,187.04,188.0,187.04,187.55,212,0.61,0.33,0.0,397001.0
20200805,93200,188.0,188.0,187.12,187.19,300,-0.36,-0.19,0.0,562785.0
20200805,93300,187.19,187.91,187.19,187.88,639,0.69,0.37,0.0,1199439.0
20200805,93400,187.87,187.87,187.26,187.29,338,-0.59,-0.31,0.0,633599.0
20200805,93500,187.28,188.18,187.2,188.04,1482,0.75,0.4,0.0,2778134.0
20200805,93600,188.24,189.9,188.24,189.5,1537,1.46,0.78,0.0,2908161.0
20200805,93700,189.9,191.19,189.9,191.01,2998,1.51,0.8,0.0,5706749.0
20200805,93800,190.96,193.0,190.96,193.0,2520,1.99,1.04,0.0,4835740.0
20200805,93900,193.49,193.49,192.01,192.46,2607,-0.54,-0.28,0.0,5027262.0
20200805,94000,192.43,193.87,192.43,193.87,3667,1.41,0.73,0.0,7084989.0
20200805,94100,193.38,194.0,192.66,193.1,2150,-0.77,-0.4,0.0,4159851.0
20200805,94200,193.11,195.07,193.11,195.07,2370,1.97,1.02,0.0,4604675.0
20200805,94300,194.87,195.04,194.0,195.0,3917,-0.07,-0.04,0.0,7630086.0
20200805,94400,195.0,196.3,194.36,196.3,3053,1.3,0.67,0.0,5960857.0
20200805,94500,195.85,196.49,195.3,196.0,2174,-0.3,-0.15,0.0,4258564.0
20200805,94600,196.0,196.0,195.03,195.4,1124,-0.6,-0.31,0.0,2196689.0
20200805,94700,195.49,195.5,194.0,194.45,1298,-0.95,-0.49,0.0,2528877.0
20200805,94800,194.42,196.0,194.42,196.0,2319,1.55,0.8,0.0,4532504.0
20200805,94900,195.86,196.29,195.65,195.84,1632,-0.16,-0.08,0.0,3196480.0
20200805,95000,195.7,195.94,195.51,195.7,1122,-0.14,-0.07,0.0,2196563.0
20200805,95100,195.5,197.9,195.01,197.0,3555,1.3,0.66,0.0,6989258.0
20200805,95200,196.98,197.05,196.5,196.93,1820,-0.07,-0.04,0.0,3584623.0
20200805,95300,197.09,198.6,197.09,198.35,3482,1.42,0.72,0.0,6899937.0
20200805,95400,198.35,198.49,197.62,197.78,1304,-0.57,-0.29,0.0,2583093.0
20200805,95500,197.96,198.06,197.77,198.0,1332,0.22,0.11,0.0,2635340.0
20200805,95600,197.79,197.82,196.02,196.02,2253,-1.98,-1.0,0.0,4439086.0
20200805,95700,196.12,196.12,195.75,196.03,1566,0.01,0.01,0.0,3069493.0
20200805,95800,196.2,196.9,196.12,196.66,2453,0.63,0.32,0.0,4818555.0
20200805,95900,196.7,198.6,196.7,198.42,5556,1.76,0.89,0.0,10995239.0
20200805,100000,198.5,199.6,198.15,199.6,8572,1.18,0.59,0.0,17036846.0
20200805,100100,199.8,199.8,198.3,199.28,7772,-0.32,-0.16,0.0,15490998.0
20200805,100200,198.99,198.99,197.4,197.4,3567,-1.88,-0.94,0.0,7064264.0
20200805,100300,197.37,197.37,196.48,196.48,1996,-0.92,-0.47,0.0,3932557.0
20200805,100400,196.3,197.01,196.1,196.7,1808,0.22,0.11,0.0,3555212.0
20200805,100500,196.66,196.66,194.32,194.62,2178,-2.08,-1.06,0.0,4262884.0
20200805,100600,194.32,195.38,194.32,195.0,1864,0.38,0.2,0.0,3633663.0
20200805,100700,195.0,195.3,194.6,194.72,1827,-0.28,-0.14,0.0,3563284.0
20200805,100800,194.64,194.64,193.5,194.3,1780,-0.42,-0.22,0.0,3454653.0
20200805,100900,194.48,194.52,193.88,193.88,1893,-0.42,-0.22,0.0,3675522.0
20200805,101000,193.88,194.05,193.59,194.0,2434,0.12,0.06,0.0,4718570.0
20200805,101100,194.0,194.7,194.0,194.6,2963,0.6,0.31,0.0,5757220.0
20200805,101200,194.69,194.69,193.48,193.56,1569,-1.04,-0.53,0.0,3043312.0
20200805,101300,193.65,193.9,193.4,193.9,1019,0.34,0.18,0.0,1972881.0
20200805,101400,194.0,194.36,193.76,193.9,772,0.0,0.0,0.0,1497866.0
20200805,101500,193.99,194.04,193.8,193.9,446,0.0,0.0,0.0,864930.0
20200805,101600,193.96,193.96,193.25,193.25,902,-0.65,-0.34,0.0,1747574.0
20200805,101700,193.22,193.22,192.36,192.52,1845,-0.73,-0.38,0.0,3554811.0
20200805,101800,192.5,192.69,192.31,192.47,1088,-0.05,-0.03,0.0,2095036.0
20200805,101900,192.37,192.37,191.71,192.03,1370,-0.44,-0.23,0.0,2630822.0
20200805,102000,191.9,192.46,191.75,192.45,1185,0.42,0.22,0.0,2277457.0
20200805,102100,192.45,192.99,192.45,192.94,1179,0.49,0.25,0.0,2272059.0
20200805,102200,192.9,192.9,192.45,192.45,655,-0.49,-0.25,0.0,1261551.0
20200805,102300,192.45,192.79,192.11,192.79,1165,0.34,0.18,0.0,2242097.0
20200805,102400,192.79,192.79,192.49,192.65,482,-0.14,-0.07,0.0,928269.0
20200805,102500,192.67,192.75,192.49,192.65,609,0.0,0.0,0.0,1172761.0
20200805,102600,192.6,192.74,192.47,192.74,289,0.09,0.05,0.0,556452.0
20200805,102700,192.7,192.75,192.53,192.75,281,0.01,0.01,0.0,541296.0
20200805,102800,192.79,192.8,192.67,192.72,809,-0.03,-0.02,0.0,1559260.0
20200805,102900,192.71,192.8,192.71,192.8,480,0.08,0.04,0.0,925201.0
20200805,103000,192.87,193.39,192.86,193.39,695,0.59,0.31,0.0,1342143.0
20200805,103100,193.39,193.74,193.1,193.13,763,-0.26,-0.13,0.0,1475860.0
20200805,103200,193.13,193.13,192.87,192.88,660,-0.25,-0.13,0.0,1273297.0
20200805,103300,192.88,192.88,192.5,192.5,1145,-0.38,-0.2,0.0,2207201.0
20200805,103400,192.5,192.64,192.45,192.5,460,0.0,0.0,0.0,885394.0
20200805,103500,192.41,192.41,191.8,191.91,979,-0.59,-0.31,0.0,1881370.0
20200805,103600,191.8,191.97,191.7,191.8,990,-0.11,-0.06,0.0,1898914.0
20200805,103700,191.81,192.18,191.81,192.18,457,0.38,0.2,0.0,877842.0
20200805,103800,192.4,192.86,192.4,192.7,883,0.52,0.27,0.0,1699803.0
20200805,103900,192.56,192.81,192.5,192.5,569,-0.2,-0.1,0.0,1096007.0
20200805,104000,192.57,193.33,192.55,193.18,668,0.68,0.35,0.0,1288691.0
20200805,104100,193.18,193.38,192.79,193.03,706,-0.15,-0.08,0.0,1363171.0
20200805,104200,192.98,192.98,192.5,192.5,292,-0.53,-0.27,0.0,563034.0
20200805,104300,192.52,192.63,192.16,192.32,377,-0.18,-0.09,0.0,725462.0
20200805,104400,192.45,192.82,192.45,192.82,209,0.5,0.26,0.0,402626.0
20200805,104500,192.77,192.89,192.77,192.77,310,-0.05,-0.03,0.0,597734.0
20200805,104600,192.61,192.77,192.54,192.58,260,-0.19,-0.1,0.0,500908.0
20200805,104700,192.54,192.73,192.32,192.51,218,-0.07,-0.04,0.0,419503.0
20200805,104800,192.69,192.69,192.32,192.38,147,-0.13,-0.07,0.0,282992.0
20200805,104900,192.31,192.6,192.21,192.39,343,0.01,0.01,0.0,659547.0
20200805,105000,192.42,192.42,192.0,192.0,645,-0.39,-0.2,0.0,1239390.0
20200805,105100,192.06,192.9,192.06,192.9,317,0.9,0.47,0.0,610323.0
20200805,105200,192.74,193.2,192.61,192.63,890,-0.27,-0.14,0.0,1717496.0
20200805,105300,192.6,193.15,192.6,193.15,769,0.52,0.27,0.0,1482729.0
20200805,105400,193.12,193.14,192.78,192.92,393,-0.23,-0.12,0.0,758502.0
20200805,105500,192.92,193.05,192.78,192.79,254,-0.13,-0.07,0.0,489838.0
20200805,105600,192.67,193.13,192.67,193.13,895,0.34,0.18,0.0,1727525.0
20200805,105700,193.17,193.17,192.9,193.0,515,-0.13,-0.07,0.0,994126.0
20200805,105800,193.0,193.06,192.89,192.89,157,-0.11,-0.06,0.0,302984.0
20200805,105900,192.87,192.87,192.86,192.86,80,-0.03,-0.02,0.0,154295.0
20200805,110000,192.99,193.9,192.88,193.9,1325,1.04,0.54,0.0,2560442.0
20200805,110100,193.95,193.95,193.2,193.2,1180,-0.7,-0.36,0.0,2284153.0
20200805,110200,193.38,193.56,193.19,193.25,540,0.05,0.03,0.0,1044016.0
