<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200731,101900,119.39,119.39,119.39,119.39,2
20200731,102200,119.03,119.03,119.03,119.03,1
20200731,102600,119.01,119.01,119.01,119.01,1
20200731,102700,119.0,119.0,119.0,119.0,17
20200731,102800,119.0,119.0,119.0,119.0,75
20200731,102900,119.06,119.08,119.06,119.08,9
20200731,103000,119.08,119.08,119.0,119.0,37
20200731,103100,119.0,119.0,119.0,119.0,15
20200731,103300,119.04,119.09,119.01,119.01,13
20200731,103600,119.07,119.09,119.07,119.09,4
20200731,103700,119.09,119.09,119.08,119.08,2
20200731,103800,119.0,119.0,119.0,119.0,61
20200731,103900,119.0,119.0,119.0,119.0,4
20200731,104100,119.0,119.0,119.0,119.0,298
20200731,104200,118.94,118.94,118.94,118.94,64
20200731,104900,118.88,118.88,118.88,118.88,62
20200731,105400,118.92,118.93,118.92,118.93,10
20200731,105500,118.93,118.93,118.93,118.93,6
20200731,105600,118.94,118.94,118.94,118.94,328
20200731,105700,118.9,118.94,118.9,118.94,41
20200731,105800,118.9,118.9,118.9,118.9,70
20200731,105900,118.9,118.9,118.88,118.88,264
20200731,110000,118.64,118.64,118.64,118.64,1
20200731,110300,118.64,118.64,118.64,118.64,1
20200731,110400,118.64,118.64,118.64,118.64,1
20200731,110500,118.48,118.48,118.48,118.48,808
20200731,110600,118.2,118.2,118.2,118.2,1
20200731,111700,118.57,118.57,118.57,118.57,3
20200731,111900,118.58,118.58,118.58,118.58,1
20200731,112000,118.58,118.58,118.58,118.58,99
20200731,112900,118.6,118.6,118.6,118.6,174
20200731,113000,118.6,118.8,118.6,118.8,238
20200731,130500,118.8,118.8,118.8,118.8,1
20200731,130700,118.8,118.8,118.8,118.8,324
20200731,132100,118.7,118.7,118.7,118.7,2
20200731,132200,118.7,118.7,118.7,118.7,11
20200731,132500,118.7,118.7,118.7,118.7,287
20200731,132600,118.7,118.7,118.7,118.7,257
20200731,132800,118.7,118.7,118.7,118.7,1
20200731,132900,118.8,118.8,118.8,118.8,500
20200731,133300,118.8,118.8,118.8,118.8,1000
20200731,133400,118.8,118.8,118.8,118.8,29
20200731,133600,118.8,118.8,118.8,118.8,3
20200731,133700,118.8,118.8,118.8,118.8,4
20200731,133900,118.8,118.8,118.8,118.8,2
20200731,134900,118.75,118.8,118.75,118.8,88
20200731,135000,118.8,118.8,118.8,118.8,1
20200731,135100,118.8,118.8,118.8,118.8,20
20200731,140700,118.76,118.76,118.76,118.76,1
20200731,140800,118.9,118.9,118.9,118.9,200
20200731,141500,118.77,118.9,118.77,118.9,6
20200731,141900,118.89,118.89,118.89,118.89,2
20200731,142000,118.9,118.9,118.89,118.89,13
20200731,142300,118.9,118.9,118.9,118.9,16
20200731,142400,118.9,118.9,118.9,118.9,1
20200731,142600,118.9,118.9,118.9,118.9,1
20200731,142800,118.73,118.73,118.73,118.73,20
20200731,143300,118.51,118.51,118.51,118.51,10
20200731,144700,118.32,118.32,118.32,118.32,1
20200731,144800,118.31,118.31,118.31,118.31,3
20200731,145000,118.32,118.33,118.2,118.33,82
20200731,145200,118.07,118.26,118.07,118.26,51
20200731,145300,118.16,118.16,118.1,118.1,10
20200731,145400,118.1,118.1,118.1,118.1,4
20200731,145500,118.11,118.11,118.11,118.11,4
20200731,145600,118.12,118.85,118.1,118.82,59
20200731,145700,118.02,118.49,118.02,118.49,6
20200731,145800,118.49,118.49,118.03,118.03,5
20200731,150000,118.03,118.41,118.03,118.41,0
20200803,93100,118.41,118.41,118.19,118.19,3
20200803,93200,118.26,118.26,118.26,118.26,1
20200803,93300,119.35,119.35,119.35,119.35,20
20200803,93400,118.16,118.25,118.16,118.25,3
20200803,93500,118.76,118.76,118.76,118.76,1
20200803,93600,118.76,118.76,118.75,118.75,7
20200803,93700,118.75,118.75,118.75,118.75,1
20200803,93800,118.75,118.75,118.15,118.16,7
20200803,93900,118.22,118.33,118.22,118.33,2
20200803,94000,118.43,118.49,118.43,118.49,2
20200803,94100,118.48,118.48,118.03,118.03,32
20200803,94200,118.14,118.15,118.14,118.15,5
20200803,94300,118.2,118.31,118.2,118.31,2
20200803,94400,118.31,118.34,118.31,118.34,2
20200803,94500,118.72,118.77,118.72,118.77,17
20200803,94600,118.77,119.28,118.77,118.81,20
20200803,94700,118.81,118.81,118.81,118.81,2
20200803,94800,118.8,118.8,118.8,118.8,2
20200803,94900,118.8,119.01,118.73,118.98,7
20200803,95000,118.4,118.48,118.4,118.48,2
20200803,95100,118.58,118.58,118.58,118.58,2
20200803,95200,118.62,118.63,118.62,118.63,18
20200803,95300,118.64,118.91,118.64,118.67,10
20200803,95400,119.2,119.2,118.67,118.67,52
20200803,95500,118.67,118.91,118.66,118.91,3
20200803,95600,118.72,118.72,118.72,118.72,2
20200803,95700,118.72,118.74,118.72,118.74,2
20200803,95800,118.74,118.74,118.74,118.74,2
20200803,95900,118.75,118.76,118.75,118.76,2
20200803,100000,118.77,118.77,118.77,118.77,2
20200803,100100,118.77,118.77,118.77,118.77,6
20200803,100200,118.75,118.76,118.75,118.76,8
20200803,100300,118.76,118.76,118.76,118.76,2
20200803,100400,118.76,118.8,118.75,118.8,3
20200803,100500,118.8,118.8,118.8,118.8,2
20200803,100600,118.82,118.82,118.82,118.82,2
20200803,100700,118.82,118.82,118.7,118.7,1508
20200803,100800,118.7,118.7,118.7,118.7,2
20200803,100900,118.7,118.7,118.7,118.7,2
20200803,101000,118.7,118.81,118.7,118.81,80
20200803,101100,118.82,118.82,118.82,118.82,2
20200803,101200,118.82,118.82,118.79,118.79,3
20200803,101300,118.79,118.79,118.79,118.79,5
20200803,101400,118.79,118.79,118.79,118.79,3
20200803,101500,118.79,118.79,118.79,118.79,2
20200803,101600,118.79,118.79,118.79,118.79,2
20200803,101700,118.79,118.79,118.79,118.79,2
20200803,101800,119.0,119.0,118.8,118.8,53
20200803,101900,118.83,118.83,118.83,118.83,1
20200803,102000,118.84,118.9,118.83,118.83,6
20200803,102100,118.84,118.9,118.84,118.84,3
20200803,102200,118.84,118.86,118.83,118.86,4
20200803,102300,118.83,118.83,118.83,118.83,3
20200803,102400,118.83,118.83,118.83,118.83,1
20200803,102500,118.83,118.83,118.83,118.83,3
20200803,102600,118.83,119.0,118.83,118.84,172
20200803,102700,118.84,118.84,118.83,118.83,2
20200803,102800,118.86,119.0,118.86,119.0,3
