<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200804,94300,122.402,122.402,122.402,122.402,0
20200804,94400,122.402,122.402,122.4,122.4,10
20200804,94500,122.4,122.67,122.4,122.67,350
20200804,94600,122.67,122.67,122.401,122.401,40
20200804,94700,122.401,122.64,122.4,122.64,210
20200804,94800,122.64,122.64,122.625,122.625,750
20200804,94900,122.625,122.625,122.5,122.5,160
20200804,95000,122.5,122.5,122.499,122.499,460
20200804,95100,122.499,122.512,122.499,122.512,590
20200804,95200,122.512,122.7,122.512,122.7,220
20200804,95300,122.7,122.7,122.698,122.698,80
20200804,95400,122.698,122.698,122.509,122.509,550
20200804,95500,122.5,122.5,122.42,122.42,860
20200804,95600,122.42,122.676,122.4,122.676,190
20200804,95700,122.676,122.676,122.4,122.4,70
20200804,95800,122.4,122.643,122.4,122.643,10
20200804,95900,122.643,122.643,122.242,122.242,670
20200804,100000,122.242,122.242,122.0,122.0,2050
20200804,100100,122.0,122.0,122.0,122.0,0
20200804,100200,122.0,122.242,122.0,122.242,310
20200804,100300,122.242,122.242,122.242,122.242,0
20200804,100400,122.242,122.393,122.235,122.393,260
20200804,100500,122.393,122.393,122.235,122.235,60
20200804,100600,122.235,122.235,122.0,122.012,1670
20200804,100700,122.012,122.012,122.0,122.0,10
20200804,100800,122.0,122.05,122.0,122.05,670
20200804,100900,122.05,122.05,122.05,122.05,0
20200804,101000,122.05,122.05,122.05,122.05,0
20200804,101100,122.05,122.05,122.05,122.05,0
20200804,101200,122.05,122.05,122.05,122.05,0
20200804,101300,122.05,122.05,122.05,122.05,0
20200804,101400,122.05,122.05,122.05,122.05,0
20200804,101500,122.05,122.286,122.05,122.273,320
20200804,101600,122.061,122.061,122.061,122.061,420
20200804,101700,122.063,122.063,122.062,122.062,30
20200804,101800,122.062,122.062,122.061,122.062,30
20200804,101900,122.062,122.062,122.06,122.06,570
20200804,102000,122.06,122.06,122.06,122.06,0
20200804,102100,122.06,122.061,122.06,122.061,30
20200804,102200,122.061,122.061,122.0,122.0,230
20200804,102300,121.985,121.985,121.984,121.984,40
20200804,102400,121.984,121.984,121.84,121.887,110
20200804,102500,121.84,121.84,121.84,121.84,100
20200804,102600,121.84,121.882,121.84,121.882,20
20200804,102700,121.882,121.888,121.882,121.888,660
20200804,102800,121.888,122.045,121.841,122.045,690
20200804,102900,122.045,122.045,121.601,121.8,920
20200804,103000,121.8,121.8,121.8,121.8,60
20200804,103100,121.8,121.8,121.622,121.622,450
20200804,103200,121.622,121.622,121.622,121.622,0
20200804,103300,121.622,121.799,121.622,121.799,70
20200804,103400,121.799,121.8,121.799,121.799,580
20200804,103500,121.799,121.8,121.799,121.799,1280
20200804,103600,121.8,121.8,121.799,121.8,1540
20200804,103700,121.8,121.98,121.8,121.98,340
20200804,103800,121.98,121.98,121.7,121.949,850
20200804,103900,121.949,121.949,121.899,121.899,60
20200804,104000,121.899,121.899,121.899,121.899,0
20200804,104100,121.899,121.899,121.896,121.896,20
20200804,104200,121.896,121.896,121.894,121.894,20
20200804,104300,121.894,121.894,121.894,121.894,0
20200804,104400,121.894,121.894,121.89,121.89,20
20200804,104500,121.89,121.89,121.89,121.89,350
20200804,104600,121.89,121.89,121.89,121.89,0
20200804,104700,121.89,121.89,121.89,121.89,0
20200804,104800,121.89,121.89,121.89,121.89,0
20200804,104900,121.89,121.89,121.7,121.75,504
20200804,105000,121.75,121.898,121.75,121.898,500
20200804,105100,121.898,121.92,121.898,121.919,410
20200804,105200,121.919,121.919,121.919,121.919,0
20200804,105300,121.919,122.048,121.919,122.048,370
20200804,105400,122.048,122.048,121.979,121.979,1000
20200804,105500,121.979,122.219,121.979,122.207,550
20200804,105600,122.207,122.207,122.207,122.207,0
20200804,105700,122.207,122.207,121.835,121.835,40
20200804,105800,121.835,122.204,121.835,122.204,540
20200804,105900,122.204,122.204,122.204,122.204,0
20200804,110000,122.204,122.204,121.896,121.896,40
20200804,110100,121.896,122.2,121.896,122.2,410
20200804,110200,122.2,122.2,122.2,122.2,0
20200804,110300,122.2,122.2,122.2,122.2,0
20200804,110400,122.2,122.2,122.2,122.2,0
20200804,110500,122.2,122.2,121.924,121.924,120
20200804,110600,121.924,121.924,121.924,121.924,0
20200804,110700,121.924,121.924,121.924,121.924,0
20200804,110800,121.924,121.924,121.924,121.924,360
20200804,110900,121.861,121.9,121.861,121.9,1200
20200804,111000,121.9,121.9,121.9,121.9,0
20200804,111100,121.9,121.9,121.862,121.862,200
20200804,111200,121.862,121.98,121.861,121.98,220
20200804,111300,121.98,121.98,121.98,121.98,0
20200804,111400,121.98,121.98,121.98,121.98,0
20200804,111500,121.98,121.98,121.8,121.8,1020
20200804,111600,121.8,121.887,121.67,121.887,470
20200804,111700,121.887,121.887,121.653,121.7,370
20200804,111800,121.7,121.7,121.649,121.652,380
20200804,111900,121.652,121.652,121.621,121.621,1000
20200804,112000,121.621,121.621,121.358,121.5,1190
20200804,112100,121.5,121.5,121.299,121.299,1000
20200804,112200,121.299,121.306,121.299,121.306,10
20200804,112300,121.306,121.306,121.306,121.306,0
20200804,112400,121.306,121.306,121.306,121.306,0
20200804,112500,121.306,121.502,121.306,121.502,300
20200804,112600,121.502,121.548,121.502,121.504,230
20200804,112700,121.504,121.504,121.504,121.504,130
20200804,112800,121.504,121.504,121.502,121.502,10
20200804,112900,121.502,121.596,121.45,121.45,130
20200804,113000,121.45,121.45,121.45,121.45,10
20200804,130100,121.592,121.592,121.45,121.451,90
20200804,130200,121.451,121.451,121.451,121.451,0
20200804,130300,121.451,121.451,121.451,121.451,0
20200804,130400,121.451,121.451,121.451,121.451,0
20200804,130500,121.55,121.55,121.451,121.55,150
20200804,130600,121.55,121.55,121.55,121.55,30
20200804,130700,121.55,121.55,121.45,121.45,60
20200804,130800,121.55,121.55,121.5,121.5,700
20200804,130900,121.5,121.58,121.5,121.544,410
20200804,131000,121.544,121.7,121.451,121.451,20
20200804,131100,121.451,121.451,121.402,121.402,470
20200804,131200,121.402,121.402,121.352,121.352,50
20200804,131300,121.352,121.352,121.352,121.352,0
20200804,131400,121.352,121.352,121.352,121.352,0
20200804,131500,121.352,121.45,121.352,121.352,1040
20200804,131600,121.353,121.353,121.353,121.353,100
20200804,131700,121.449,121.449,121.449,121.449,530
20200804,131800,121.449,121.579,121.449,121.579,10
20200804,131900,121.579,121.58,121.579,121.579,400
20200804,132000,121.579,121.579,121.579,121.579,0
20200804,132100,121.579,121.579,121.579,121.579,0
20200804,132200,121.579,121.579,121.579,121.579,0
20200804,132300,121.579,121.579,121.365,121.365,20
20200804,132400,121.365,121.579,121.365,121.579,40
20200804,132500,121.579,121.579,121.352,121.352,280
20200804,132600,121.352,121.352,121.31,121.31,100
20200804,132700,121.31,121.31,121.31,121.31,0
20200804,132800,121.31,121.31,121.301,121.301,800
20200804,132900,121.298,121.303,121.25,121.25,310
20200804,133000,121.25,121.25,121.25,121.25,0
20200804,133100,121.25,121.532,121.25,121.532,230
20200804,133200,121.532,121.532,121.532,121.532,0
20200804,133300,121.532,121.532,121.532,121.532,0
20200804,133400,121.532,121.532,121.518,121.519,1590
20200804,133500,121.519,121.519,121.518,121.518,110
20200804,133600,121.518,121.518,121.518,121.518,0
20200804,133700,121.518,121.518,121.518,121.518,20
20200804,133800,121.518,121.518,121.518,121.518,0
20200804,133900,121.518,121.535,121.27,121.535,250
20200804,134000,121.535,121.577,121.285,121.577,240
20200804,134100,121.577,121.577,121.301,121.301,140
20200804,134200,121.301,121.577,121.301,121.577,20
20200804,134300,121.577,121.577,121.577,121.577,90
20200804,134400,121.577,121.577,121.577,121.577,0
20200804,134500,121.577,121.577,121.577,121.577,0
20200804,134600,121.577,121.577,121.34,121.34,20
20200804,134700,121.34,121.34,121.34,121.34,0
20200804,134800,121.34,121.34,121.34,121.34,0
20200804,134900,121.34,121.34,121.34,121.34,0
20200804,135000,121.34,121.34,121.34,121.34,0
20200804,135100,121.34,121.408,121.34,121.408,10
20200804,135200,121.569,121.577,121.569,121.577,450
20200804,135300,121.577,121.581,121.555,121.581,310
20200804,135400,121.581,121.782,121.581,121.782,300
20200804,135500,121.782,121.782,121.782,121.782,0
20200804,135600,121.782,121.782,121.782,121.782,0
20200804,135700,121.782,121.782,121.782,121.782,0
20200804,135800,121.782,121.782,121.782,121.782,0
20200804,135900,121.782,121.782,121.75,121.75,30
20200804,140000,121.55,121.55,121.55,121.55,210
20200804,140100,121.55,121.55,121.55,121.55,50
20200804,140200,121.55,121.727,121.55,121.727,620
20200804,140300,121.727,121.75,121.727,121.75,10
20200804,140400,121.75,121.75,121.7,121.7,480
20200804,140500,121.7,121.7,121.7,121.7,150
20200804,140600,121.7,121.7,121.561,121.7,452
20200804,140700,121.7,121.7,121.7,121.7,0
20200804,140800,121.7,121.7,121.7,121.7,0
20200804,140900,121.7,121.7,121.55,121.55,790
20200804,141000,121.55,121.55,121.55,121.55,0
20200804,141100,121.55,121.55,121.457,121.457,630
20200804,141200,121.461,121.461,121.447,121.447,290
20200804,141300,121.447,121.454,121.447,121.454,680
20200804,141400,121.454,121.454,121.454,121.454,0
20200804,141500,121.454,121.454,121.454,121.454,0
20200804,141600,121.454,121.454,121.454,121.454,0
20200804,141700,121.6,121.6,121.454,121.454,561
20200804,141800,121.454,121.454,121.454,121.454,0
20200804,141900,121.454,121.454,121.4,121.4,739
20200804,142000,121.4,121.454,121.4,121.454,640
20200804,142100,121.454,121.454,121.344,121.344,10
20200804,142200,121.344,121.454,121.344,121.454,300
20200804,142300,121.45,121.597,121.45,121.597,761
20200804,142400,121.6,121.6,121.6,121.6,40
20200804,142500,121.6,121.691,121.46,121.691,1340
20200804,142600,121.691,121.691,121.691,121.691,0
20200804,142700,121.691,121.699,121.589,121.699,1030
20200804,142800,121.699,121.699,121.699,121.699,0
20200804,142900,121.699,121.699,121.699,121.699,0
20200804,143000,121.699,121.699,121.699,121.699,0
20200804,143100,121.699,121.699,121.699,121.699,0
20200804,143200,121.699,121.699,121.403,121.599,30
20200804,143300,121.599,121.599,121.599,121.599,0
20200804,143400,121.599,121.599,121.354,121.354,500
20200804,143500,121.354,121.354,121.3,121.3,180
20200804,143600,121.3,121.3,121.3,121.3,0
20200804,143700,121.3,121.3,121.3,121.3,0
20200804,143800,121.3,121.3,121.3,121.3,0
20200804,143900,121.3,121.3,121.3,121.3,0
20200804,144000,121.3,121.3,121.3,121.3,0
20200804,144100,121.3,121.351,121.3,121.35,350
20200804,144200,121.35,121.49,121.35,121.49,10
20200804,144300,121.49,121.49,121.489,121.489,70
20200804,144400,121.489,121.489,121.489,121.489,130
20200804,144500,121.489,121.489,121.35,121.35,40
20200804,144600,121.35,121.35,121.35,121.35,0
20200804,144700,121.35,121.35,121.303,121.303,150
20200804,144800,121.303,121.303,121.303,121.303,0
20200804,144900,121.303,121.303,121.252,121.252,160
20200804,145000,121.25,121.25,121.25,121.25,40
20200804,145100,121.25,121.303,121.25,121.25,505
20200804,145200,121.25,121.25,121.25,121.25,0
20200804,145300,121.48,121.48,121.48,121.48,10
20200804,145400,121.251,121.251,121.222,121.222,685
20200804,145500,121.222,121.233,121.222,121.233,185
20200804,145600,121.233,121.233,121.233,121.233,120
20200804,145700,121.233,121.233,121.2,121.2,755
20200804,145800,121.2,121.2,121.2,121.2,0
20200804,145900,121.2,121.2,121.2,121.2,0
20200804,150000,121.2,121.487,121.2,121.487,1080
20200805,93100,121.35,121.35,121.06,121.06,1090
20200805,93200,121.05,121.05,121.02,121.02,500
20200805,93300,121.02,121.02,121.02,121.02,0
20200805,93400,121.02,121.345,120.951,121.345,80
20200805,93500,121.345,121.345,121.345,121.345,0
20200805,93600,121.345,121.345,121.345,121.345,0
20200805,93700,121.345,121.345,121.0,121.0,60
20200805,93800,121.0,121.32,121.0,121.0,320
20200805,93900,121.0,121.0,121.0,121.0,0
20200805,94000,121.0,121.0,121.0,121.0,60
20200805,94100,121.0,121.0,121.0,121.0,80
20200805,94200,121.0,121.249,121.0,121.249,80
20200805,94300,121.249,121.249,121.249,121.249,0
20200805,94400,121.249,121.249,121.01,121.01,30
20200805,94500,121.01,121.01,121.01,121.01,0
20200805,94600,121.01,121.01,121.01,121.01,0
20200805,94700,121.01,121.01,120.764,120.764,1050
20200805,94800,120.764,120.84,120.764,120.84,100
20200805,94900,120.84,121.111,120.84,121.111,10
20200805,95000,121.111,121.111,121.111,121.111,0
20200805,95100,121.111,121.111,121.111,121.111,0
20200805,95200,121.111,121.111,121.0,121.0,50
20200805,95300,121.0,121.098,121.0,121.098,30
20200805,95400,121.098,121.098,121.098,121.098,0
20200805,95500,121.29,121.38,121.0,121.35,3430
20200805,95600,121.35,121.35,121.0,121.046,1960
20200805,95700,121.046,121.048,121.046,121.048,440
20200805,95800,121.048,121.111,121.046,121.111,1530
20200805,95900,121.111,121.111,121.0,121.05,940
20200805,100000,121.05,121.123,121.05,121.123,30
20200805,100100,121.123,121.261,121.123,121.261,60
20200805,100200,121.289,121.29,121.289,121.29,90
20200805,100300,121.29,121.29,121.2,121.2,80
20200805,100400,121.2,121.2,121.2,121.2,0
20200805,100500,121.2,121.2,121.044,121.044,60
20200805,100600,121.056,121.056,121.014,121.014,40
20200805,100700,121.014,121.014,121.004,121.004,890
20200805,100800,121.004,121.198,121.004,121.185,1480
20200805,100900,121.185,121.185,121.178,121.179,750
20200805,101000,121.179,121.179,121.179,121.179,0
20200805,101100,121.179,121.18,121.053,121.177,880
20200805,101200,121.177,121.177,121.177,121.177,0
20200805,101300,121.177,121.177,121.177,121.177,0
20200805,101400,121.177,121.177,121.115,121.115,400
20200805,101500,121.115,121.12,121.115,121.12,300
20200805,101600,121.12,121.12,121.12,121.12,0
20200805,101700,121.12,121.12,121.12,121.12,0
20200805,101800,121.12,121.198,121.12,121.198,40
20200805,101900,121.198,121.198,121.198,121.198,0
20200805,102000,121.049,121.049,121.049,121.049,100
20200805,102100,121.049,121.049,121.049,121.049,0
20200805,102200,121.049,121.049,121.049,121.049,0
20200805,102300,121.049,121.191,121.049,121.191,100
20200805,102400,121.19,121.29,121.19,121.29,1210
20200805,102500,121.29,121.596,121.076,121.596,40
20200805,102600,121.596,121.596,121.59,121.59,100
20200805,102700,121.59,121.59,121.59,121.59,0
20200805,102800,121.59,121.59,121.59,121.59,0
20200805,102900,121.59,121.59,121.59,121.59,0
20200805,103000,121.59,121.59,121.56,121.56,260
20200805,103100,121.56,121.56,121.56,121.56,0
20200805,103200,121.56,121.56,121.56,121.56,0
20200805,103300,121.56,121.56,121.56,121.56,0
20200805,103400,121.56,121.56,121.56,121.56,0
20200805,103500,121.56,121.56,121.56,121.56,0
20200805,103600,121.56,121.56,121.56,121.56,0
20200805,103700,121.56,121.56,121.527,121.527,430
20200805,103800,121.527,121.527,121.527,121.527,0
20200805,103900,121.527,121.55,121.52,121.521,300
20200805,104000,121.521,121.521,121.521,121.521,0
20200805,104100,121.521,121.521,121.521,121.521,0
20200805,104200,121.521,121.521,121.521,121.521,0
20200805,104300,121.521,121.524,121.5,121.5,250
20200805,104400,121.5,121.524,121.5,121.524,10
20200805,104500,121.524,121.55,121.524,121.526,210
20200805,104600,121.526,121.574,121.526,121.574,200
20200805,104700,121.574,121.574,121.574,121.574,0
20200805,104800,121.574,121.578,121.342,121.342,770
20200805,104900,121.342,121.342,121.342,121.342,240
20200805,105000,121.342,121.342,121.225,121.225,820
20200805,105100,121.225,121.4,121.21,121.21,540
20200805,105200,121.21,121.21,121.2,121.2,290
20200805,105300,121.2,121.565,121.2,121.565,1440
20200805,105400,121.565,121.565,121.565,121.565,0
20200805,105500,121.565,121.565,121.565,121.565,0
20200805,105600,121.565,121.565,121.565,121.565,0
20200805,105700,121.565,121.565,121.565,121.565,0
20200805,105800,121.565,121.565,121.565,121.565,0
20200805,105900,121.565,121.565,121.565,121.565,0
20200805,110000,121.565,121.565,121.565,121.565,0
20200805,110100,121.565,121.565,121.565,121.565,0
20200805,110200,121.565,121.565,121.565,121.565,0
20200805,110300,121.565,121.565,121.44,121.44,90
20200805,110400,121.44,121.44,121.44,121.44,0
20200805,110500,121.44,121.44,121.44,121.44,0
20200805,110600,121.44,121.44,121.44,121.44,0
20200805,110700,121.44,121.44,121.44,121.44,0
20200805,110800,121.44,121.44,121.44,121.44,0
20200805,110900,121.44,121.44,121.44,121.44,0
20200805,111000,121.44,121.44,121.132,121.132,200
20200805,111100,121.132,121.498,121.132,121.498,150
20200805,111200,121.498,121.498,121.498,121.498,0
20200805,111300,121.498,121.498,121.498,121.498,0
20200805,111400,121.498,121.498,121.498,121.498,0
20200805,111500,121.498,121.498,121.498,121.498,0
20200805,111600,121.498,121.498,121.498,121.498,0
20200805,111700,121.498,121.498,121.498,121.498,0
20200805,111800,121.498,121.498,121.498,121.498,0
20200805,111900,121.498,121.498,121.498,121.498,0
20200805,112000,121.498,121.498,121.498,121.498,0
20200805,112100,121.498,121.498,121.498,121.498,0
20200805,112200,121.498,121.498,121.478,121.48,200
20200805,112300,121.498,121.567,121.498,121.567,690
20200805,112400,121.567,121.6,121.567,121.6,490
20200805,112500,121.6,121.6,121.6,121.6,0
20200805,112600,121.6,121.6,121.6,121.6,20
20200805,112700,121.6,121.6,121.6,121.6,20
20200805,112800,121.6,121.6,121.6,121.6,0
20200805,112900,121.6,121.6,121.323,121.346,410
20200805,113000,121.346,121.346,121.346,121.346,0
20200805,130100,121.848,121.848,121.84,121.841,570
20200805,130200,121.841,121.841,121.69,121.69,20
20200805,130300,121.69,121.692,121.69,121.692,100
20200805,130400,121.692,121.692,121.692,121.692,0
20200805,130500,121.692,121.692,121.692,121.692,0
20200805,130600,121.692,121.692,121.692,121.692,0
20200805,130700,121.692,121.692,121.692,121.692,0
20200805,130800,121.998,121.998,121.998,121.998,1040
20200805,130900,121.998,121.998,121.476,121.476,10
20200805,131000,121.476,121.476,121.476,121.476,0
20200805,131100,121.476,121.476,121.476,121.476,0
20200805,131200,121.476,121.476,121.476,121.476,0
20200805,131300,121.476,121.491,121.476,121.491,20
20200805,131400,121.491,121.51,121.491,121.51,50
20200805,131500,121.51,121.51,121.51,121.51,0
20200805,131600,121.51,121.51,121.51,121.51,1250
20200805,131700,121.51,121.51,121.387,121.387,680
20200805,131800,121.491,121.491,121.45,121.491,3130
20200805,131900,121.491,121.491,121.49,121.49,2510
20200805,132000,121.49,121.49,121.37,121.37,1000
20200805,132100,121.37,121.488,121.37,121.372,40
20200805,132200,121.372,121.372,121.3,121.3,1860
20200805,132300,121.3,121.311,121.3,121.311,500
20200805,132400,121.311,121.311,121.256,121.256,20
20200805,132500,121.256,121.258,121.256,121.258,20
20200805,132600,121.258,121.259,121.25,121.25,520
20200805,132700,121.25,121.49,121.25,121.49,310
20200805,132800,121.49,121.49,121.25,121.25,100
20200805,132900,121.25,121.49,121.25,121.49,270
20200805,133000,121.49,121.49,121.49,121.49,0
20200805,133100,121.49,121.49,121.49,121.49,0
20200805,133200,121.49,121.49,121.49,121.49,0
20200805,133300,121.49,121.49,121.49,121.49,0
20200805,133400,121.49,121.49,121.49,121.49,0
20200805,133500,121.49,121.49,121.49,121.49,0
20200805,133600,121.49,121.49,121.49,121.49,0
20200805,133700,121.49,121.49,121.4,121.4,100
20200805,133800,121.4,121.4,121.4,121.4,0
20200805,133900,121.4,121.4,121.4,121.4,0
20200805,134000,121.4,121.49,121.4,121.49,190
20200805,134100,121.49,121.49,121.49,121.49,0
20200805,134200,121.49,121.49,121.49,121.49,0
20200805,134300,121.49,121.49,121.49,121.49,0
20200805,134400,121.49,121.49,121.49,121.49,0
20200805,134500,121.49,121.6,121.49,121.6,50
20200805,134600,121.6,121.6,121.6,121.6,0
20200805,134700,121.6,121.6,121.6,121.6,0
20200805,134800,121.6,121.6,121.6,121.6,0
20200805,134900,121.6,121.6,121.6,121.6,500
20200805,135000,121.6,121.6,121.59,121.59,20
20200805,135100,121.59,121.648,121.59,121.648,10
20200805,135200,121.648,121.648,121.64,121.64,10
20200805,135300,121.64,121.64,121.64,121.64,200
20200805,135400,121.64,121.64,121.424,121.424,70
20200805,135500,121.424,121.424,121.357,121.357,120
20200805,135600,121.357,121.357,121.357,121.357,0
20200805,135700,121.358,121.358,121.358,121.358,1000
20200805,135800,121.358,121.358,121.358,121.358,120
20200805,135900,121.358,121.599,121.358,121.599,1610
20200805,140000,121.599,121.599,121.599,121.599,0
20200805,140100,121.599,121.599,121.599,121.599,0
20200805,140200,121.599,121.599,121.362,121.362,60
20200805,140300,121.362,121.401,121.358,121.401,130
20200805,140400,121.401,121.401,121.401,121.401,0
20200805,140500,121.401,121.401,121.401,121.401,0
20200805,140600,121.401,121.588,121.401,121.588,440
20200805,140700,121.588,121.588,121.5,121.503,380
20200805,140800,121.41,121.41,121.338,121.338,380
20200805,140900,121.338,121.338,121.338,121.338,0
20200805,141000,121.338,121.338,121.338,121.338,0
20200805,141100,121.338,121.338,121.338,121.338,0
20200805,141200,121.338,121.338,121.338,121.338,100
20200805,141300,121.338,121.338,121.338,121.338,0
20200805,141400,121.338,121.338,121.338,121.338,0
20200805,141500,121.338,121.338,121.338,121.338,0
20200805,141600,121.338,121.338,121.338,121.338,0
20200805,141700,121.338,121.338,121.338,121.338,0
20200805,141800,121.338,121.338,121.338,121.338,0
20200805,141900,121.338,121.338,121.338,121.338,0
20200805,142000,121.338,121.338,121.338,121.338,0
20200805,142100,121.338,121.338,121.33,121.33,20
20200805,142200,121.33,121.476,121.33,121.472,410
20200805,142300,121.472,121.472,121.4,121.4,20
20200805,142400,121.4,121.4,121.4,121.4,10
20200805,142500,121.4,121.4,121.4,121.4,0
20200805,142600,121.4,121.4,121.4,121.4,0
20200805,142700,121.4,121.503,121.4,121.503,180
20200805,142800,121.503,121.588,121.503,121.588,10
20200805,142900,121.588,121.588,121.587,121.587,10
20200805,143000,121.587,121.587,121.587,121.587,0
20200805,143100,121.587,121.587,121.411,121.411,200
20200805,143200,121.411,121.566,121.411,121.566,60
20200805,143300,121.566,121.566,121.566,121.566,0
20200805,143400,121.566,121.576,121.566,121.576,50
20200805,143500,121.588,121.588,121.587,121.587,50
20200805,143600,121.587,121.587,121.587,121.587,0
20200805,143700,121.587,121.587,121.587,121.587,0
20200805,143800,121.587,121.587,121.587,121.587,0
20200805,143900,121.587,121.587,121.4,121.4,30
20200805,144000,121.4,121.4,121.377,121.377,110
20200805,144100,121.377,121.496,121.35,121.496,190
20200805,144200,121.496,121.496,121.222,121.222,720
20200805,144300,121.222,121.273,121.222,121.273,1000
20200805,144400,121.273,121.273,121.273,121.273,600
